,year,pop,lifeExp,gdpPercap,country,continent
422,1962,89898.0,39.693,3020.989263,Djibouti,Africa
423,1967,127617.0,42.074,3020.050513,Djibouti,Africa
424,1972,178848.0,44.366,3694.212352,Djibouti,Africa
425,1977,228694.0,46.519,3081.761022,Djibouti,Africa
426,1982,305991.0,48.812,2879.468067,Djibouti,Africa
427,1987,311025.0,50.04,2880.102568,Djibouti,Africa
428,1992,384156.0,51.604,2377.156192,Djibouti,Africa
429,1997,417908.0,53.157,1895.016984,Djibouti,Africa
430,2002,447416.0,53.373,1908.260867,Djibouti,Africa
431,2007,496374.0,54.791,2082.481567,Djibouti,Africa
432,1952,2491346.0,45.928,1397.717137,Dominican Republic,Americas
433,1957,2923186.0,49.828,1544.402995,Dominican Republic,Americas
434,1962,3453434.0,53.459,1662.137359,Dominican Republic,Americas
435,1967,4049146.0,56.751,1653.723003,Dominican Republic,Americas
436,1972,4671329.0,59.631,2189.874499,Dominican Republic,Americas
437,1977,5302800.0,61.788,2681.9889,Dominican Republic,Americas
438,1982,5968349.0,63.727,2861.092386,Dominican Republic,Americas
439,1987,6655297.0,66.046,2899.842175,Dominican Republic,Americas
440,1992,7351181.0,68.457,3044.214214,Dominican Republic,Americas
441,1997,7992357.0,69.957,3614.101285,Dominican Republic,Americas
442,2002,8650322.0,70.847,4563.808154,Dominican Republic,Americas
443,2007,9319622.0,72.235,6025.374752,Dominican Republic,Americas
444,1952,3548753.0,48.357,3522.110717,Ecuador,Americas
445,1957,4058385.0,51.356,3780.546651,Ecuador,Americas
446,1962,4681707.0,54.64,4086.114078,Ecuador,Americas
447,1967,5432424.0,56.678,4579.074215,Ecuador,Americas
448,1972,6298651.0,58.796,5280.99471,Ecuador,Americas
449,1977,7278866.0,61.31,6679.62326,Ecuador,Americas
450,1982,8365850.0,64.342,7213.791267,Ecuador,Americas
451,1987,9545158.0,67.231,6481.776993,Ecuador,Americas
452,1992,10748394.0,69.613,7103.702595,Ecuador,Americas
453,1997,11911819.0,72.312,7429.455877,Ecuador,Americas
454,2002,12921234.0,74.173,5773.044512,Ecuador,Americas
455,2007,13755680.0,74.994,6873.262326,Ecuador,Americas
456,1952,22223309.0,41.893,1418.822445,Egypt,Africa
457,1957,25009741.0,44.444,1458.915272,Egypt,Africa
458,1962,28173309.0,46.992,1693.335853,Egypt,Africa
459,1967,31681188.0,49.293,1814.880728,Egypt,Africa
460,1972,34807417.0,51.137,2024.008147,Egypt,Africa
461,1977,38783863.0,53.319,2785.493582,Egypt,Africa
462,1982,45681811.0,56.006,3503.729636,Egypt,Africa
463,1987,52799062.0,59.797,3885.46071,Egypt,Africa
464,1992,59402198.0,63.674,3794.755195,Egypt,Africa
465,1997,66134291.0,67.217,4173.181797,Egypt,Africa
466,2002,73312559.0,69.806,4754.604414,Egypt,Africa
467,2007,80264543.0,71.338,5581.180998,Egypt,Africa
468,1952,2042865.0,45.262,3048.3029,El Salvador,Americas
469,1957,2355805.0,48.57,3421.523218,El Salvador,Americas
470,1962,2747687.0,52.307,3776.803627,El Salvador,Americas
471,1967,3232927.0,55.855,4358.595393,El Salvador,Americas
472,1972,3790903.0,58.207,4520.246008,El Salvador,Americas
473,1977,4282586.0,56.696,5138.922374,El Salvador,Americas
474,1982,4474873.0,56.604,4098.344175,El Salvador,Americas
475,1987,4842194.0,63.154,4140.442097,El Salvador,Americas
476,1992,5274649.0,66.798,4444.2317,El Salvador,Americas
477,1997,5783439.0,69.535,5154.825496,El Salvador,Americas
478,2002,6353681.0,70.734,5351.568666,El Salvador,Americas
479,2007,6939688.0,71.878,5728.353514,El Salvador,Americas
480,1952,216964.0,34.482,375.6431231,Equatorial Guinea,Africa
481,1957,232922.0,35.983,426.0964081,Equatorial Guinea,Africa
482,1962,249220.0,37.485,582.8419714,Equatorial Guinea,Africa
483,1967,259864.0,38.987,915.5960025,Equatorial Guinea,Africa
484,1972,277603.0,40.516,672.4122571,Equatorial Guinea,Africa
485,1977,192675.0,42.024,958.5668124,Equatorial Guinea,Africa
486,1982,285483.0,43.662,927.8253427,Equatorial Guinea,Africa
487,1987,341244.0,45.664,966.8968149,Equatorial Guinea,Africa
488,1992,387838.0,47.545,1132.055034,Equatorial Guinea,Africa
489,1997,439971.0,48.245,2814.480755,Equatorial Guinea,Africa
490,2002,495627.0,49.348,7703.4959,Equatorial Guinea,Africa
491,2007,551201.0,51.579,12154.08975,Equatorial Guinea,Africa
492,1952,1438760.0,35.928,328.9405571,Eritrea,Africa
493,1957,1542611.0,38.047,344.1618859,Eritrea,Africa
494,1962,1666618.0,40.158,380.9958433,Eritrea,Africa
495,1967,1820319.0,42.189,468.7949699,Eritrea,Africa
496,1972,2260187.0,44.142,514.3242082,Eritrea,Africa
497,1977,2512642.0,44.535,505.7538077,Eritrea,Africa
498,1982,2637297.0,43.89,524.8758493,Eritrea,Africa
499,1987,2915959.0,46.453,521.1341333,Eritrea,Africa
500,1992,3668440.0,49.991,582.8585102,Eritrea,Africa
501,1997,4058319.0,53.378,913.47079,Eritrea,Africa
502,2002,4414865.0,55.24,765.3500015,Eritrea,Africa
503,2007,4906585.0,58.04,641.3695236,Eritrea,Africa
504,1952,20860941.0,34.078,362.1462796,Ethiopia,Africa
505,1957,22815614.0,36.667,378.9041632,Ethiopia,Africa
506,1962,25145372.0,40.059,419.4564161,Ethiopia,Africa
507,1967,27860297.0,42.115,516.1186438,Ethiopia,Africa
508,1972,30770372.0,43.515,566.2439442,Ethiopia,Africa
509,1977,34617799.0,44.51,556.8083834,Ethiopia,Africa
510,1982,38111756.0,44.916,577.8607471,Ethiopia,Africa
511,1987,42999530.0,46.684,573.7413142,Ethiopia,Africa
512,1992,52088559.0,48.091,421.3534653,Ethiopia,Africa
513,1997,59861301.0,49.402,515.8894013,Ethiopia,Africa
514,2002,67946797.0,50.725,530.0535319,Ethiopia,Africa
515,2007,76511887.0,52.947,690.8055759,Ethiopia,Africa
516,1952,4090500.0,66.55,6424.519071,Finland,Europe
517,1957,4324000.0,67.49,7545.415386,Finland,Europe
518,1962,4491443.0,68.75,9371.842561,Finland,Europe
519,1967,4605744.0,69.83,10921.63626,Finland,Europe
520,1972,4639657.0,70.87,14358.8759,Finland,Europe
521,1977,4738902.0,72.52,15605.42283,Finland,Europe
522,1982,4826933.0,74.55,18533.15761,Finland,Europe
523,1987,4931729.0,74.83,21141.01223,Finland,Europe
524,1992,5041039.0,75.7,20647.16499,Finland,Europe
525,1997,5134406.0,77.13,23723.9502,Finland,Europe
526,2002,5193039.0,78.37,28204.59057,Finland,Europe
527,2007,5238460.0,79.313,33207.0844,Finland,Europe
528,1952,42459667.0,67.41,7029.809327,France,Europe
529,1957,44310863.0,68.93,8662.834898,France,Europe
530,1962,47124000.0,70.51,10560.48553,France,Europe
531,1967,49569000.0,71.55,12999.91766,France,Europe
532,1972,51732000.0,72.38,16107.19171,France,Europe
533,1977,53165019.0,73.83,18292.63514,France,Europe
534,1982,54433565.0,74.89,20293.89746,France,Europe
535,1987,55630100.0,76.34,22066.44214,France,Europe
536,1992,57374179.0,77.46,24703.79615,France,Europe
537,1997,58623428.0,78.64,25889.78487,France,Europe
538,2002,59925035.0,79.59,28926.03234,France,Europe
539,2007,61083916.0,80.657,30470.0167,France,Europe
540,1952,420702.0,37.003,4293.476475,Gabon,Africa
541,1957,434904.0,38.999,4976.198099,Gabon,Africa
542,1962,455661.0,40.489,6631.459222,Gabon,Africa
543,1967,489004.0,44.598,8358.761987,Gabon,Africa
544,1972,537977.0,48.69,11401.94841,Gabon,Africa
545,1977,706367.0,52.79,21745.57328,Gabon,Africa
546,1982,753874.0,56.564,15113.36194,Gabon,Africa
547,1987,880397.0,60.19,11864.40844,Gabon,Africa
548,1992,985739.0,61.366,13522.15752,Gabon,Africa
549,1997,1126189.0,60.461,14722.84188,Gabon,Africa
550,2002,1299304.0,56.761,12521.71392,Gabon,Africa
551,2007,1454867.0,56.735,13206.48452,Gabon,Africa
552,1952,284320.0,30.0,485.2306591,Gambia,Africa
553,1957,323150.0,32.065,520.9267111,Gambia,Africa
554,1962,374020.0,33.896,599.650276,Gambia,Africa
555,1967,439593.0,35.857,734.7829124,Gambia,Africa
556,1972,517101.0,38.308,756.0868363,Gambia,Africa
557,1977,608274.0,41.842,884.7552507,Gambia,Africa
558,1982,715523.0,45.58,835.8096108,Gambia,Africa
559,1987,848406.0,49.265,611.6588611,Gambia,Africa
560,1992,1025384.0,52.644,665.6244126,Gambia,Africa
561,1997,1235767.0,55.861,653.7301704,Gambia,Africa
562,2002,1457766.0,58.041,660.5855997,Gambia,Africa
563,2007,1688359.0,59.448,752.7497265,Gambia,Africa
564,1952,69145952.0,67.5,7144.114393,Germany,Europe
565,1957,71019069.0,69.1,10187.82665,Germany,Europe
566,1962,73739117.0,70.3,12902.46291,Germany,Europe
567,1967,76368453.0,70.8,14745.62561,Germany,Europe
568,1972,78717088.0,71.0,18016.18027,Germany,Europe
569,1977,78160773.0,72.5,20512.92123,Germany,Europe
570,1982,78335266.0,73.8,22031.53274,Germany,Europe
571,1987,77718298.0,74.847,24639.18566,Germany,Europe
572,1992,80597764.0,76.07,26505.30317,Germany,Europe
573,1997,82011073.0,77.34,27788.88416,Germany,Europe
574,2002,82350671.0,78.67,30035.80198,Germany,Europe
575,2007,82400996.0,79.406,32170.37442,Germany,Europe
576,1952,5581001.0,43.149,911.2989371,Ghana,Africa
577,1957,6391288.0,44.779,1043.561537,Ghana,Africa
578,1962,7355248.0,46.452,1190.041118,Ghana,Africa
579,1967,8490213.0,48.072,1125.69716,Ghana,Africa
580,1972,9354120.0,49.875,1178.223708,Ghana,Africa
581,1977,10538093.0,51.756,993.2239571,Ghana,Africa
582,1982,11400338.0,53.744,876.032569,Ghana,Africa
583,1987,14168101.0,55.729,847.0061135,Ghana,Africa
584,1992,16278738.0,57.501,925.060154,Ghana,Africa
585,1997,18418288.0,58.556,1005.245812,Ghana,Africa
586,2002,20550751.0,58.453,1111.984578,Ghana,Africa
587,2007,22873338.0,60.022,1327.60891,Ghana,Africa
588,1952,7733250.0,65.86,3530.690067,Greece,Europe
589,1957,8096218.0,67.86,4916.299889,Greece,Europe
590,1962,8448233.0,69.51,6017.190733,Greece,Europe
591,1967,8716441.0,71.0,8513.097016,Greece,Europe
592,1972,8888628.0,72.34,12724.82957,Greece,Europe
593,1977,9308479.0,73.68,14195.52428,Greece,Europe
594,1982,9786480.0,75.24,15268.42089,Greece,Europe
595,1987,9974490.0,76.67,16120.52839,Greece,Europe
596,1992,10325429.0,77.03,17541.49634,Greece,Europe
597,1997,10502372.0,77.869,18747.69814,Greece,Europe
598,2002,10603863.0,78.256,22514.2548,Greece,Europe
599,2007,10706290.0,79.483,27538.41188,Greece,Europe
600,1952,3146381.0,42.023,2428.237769,Guatemala,Americas
601,1957,3640876.0,44.142,2617.155967,Guatemala,Americas
602,1962,4208858.0,46.954,2750.364446,Guatemala,Americas
603,1967,4690773.0,50.016,3242.531147,Guatemala,Americas
604,1972,5149581.0,53.738,4031.408271,Guatemala,Americas
605,1977,5703430.0,56.029,4879.992748,Guatemala,Americas
606,1982,6395630.0,58.137,4820.49479,Guatemala,Americas
607,1987,7326406.0,60.782,4246.485974,Guatemala,Americas
608,1992,8486949.0,63.373,4439.45084,Guatemala,Americas
609,1997,9803875.0,66.322,4684.313807,Guatemala,Americas
610,2002,11178650.0,68.978,4858.347495,Guatemala,Americas
611,2007,12572928.0,70.259,5186.050003,Guatemala,Americas
612,1952,2664249.0,33.609,510.1964923,Guinea,Africa
613,1957,2876726.0,34.558,576.2670245,Guinea,Africa
614,1962,3140003.0,35.753,686.3736739,Guinea,Africa
615,1967,3451418.0,37.197,708.7595409,Guinea,Africa
616,1972,3811387.0,38.842,741.6662307,Guinea,Africa
617,1977,4227026.0,40.762,874.6858643,Guinea,Africa
618,1982,4710497.0,42.891,857.2503577,Guinea,Africa
619,1987,5650262.0,45.552,805.5724718,Guinea,Africa
620,1992,6990574.0,48.576,794.3484384,Guinea,Africa
621,1997,8048834.0,51.455,869.4497668,Guinea,Africa
622,2002,8807818.0,53.676,945.5835837,Guinea,Africa
623,2007,9947814.0,56.007,942.6542111,Guinea,Africa
624,1952,580653.0,32.5,299.850319,Guinea-Bissau,Africa
625,1957,601095.0,33.489,431.7904566,Guinea-Bissau,Africa
626,1962,627820.0,34.488,522.0343725,Guinea-Bissau,Africa
627,1967,601287.0,35.492,715.5806402,Guinea-Bissau,Africa
628,1972,625361.0,36.486,820.2245876,Guinea-Bissau,Africa
629,1977,745228.0,37.465,764.7259628,Guinea-Bissau,Africa
630,1982,825987.0,39.327,838.1239671,Guinea-Bissau,Africa
631,1987,927524.0,41.245,736.4153921,Guinea-Bissau,Africa
632,1992,1050938.0,43.266,745.5398706,Guinea-Bissau,Africa
633,1997,1193708.0,44.873,796.6644681,Guinea-Bissau,Africa
634,2002,1332459.0,45.504,575.7047176,Guinea-Bissau,Africa
635,2007,1472041.0,46.388,579.231743,Guinea-Bissau,Africa
636,1952,3201488.0,37.579,1840.366939,Haiti,Americas
637,1957,3507701.0,40.696,1726.887882,Haiti,Americas
638,1962,3880130.0,43.59,1796.589032,Haiti,Americas
639,1967,4318137.0,46.243,1452.057666,Haiti,Americas
640,1972,4698301.0,48.042,1654.456946,Haiti,Americas
641,1977,4908554.0,49.923,1874.298931,Haiti,Americas
642,1982,5198399.0,51.461,2011.159549,Haiti,Americas
643,1987,5756203.0,53.636,1823.015995,Haiti,Americas
644,1992,6326682.0,55.089,1456.309517,Haiti,Americas
645,1997,6913545.0,56.671,1341.726931,Haiti,Americas
646,2002,7607651.0,58.137,1270.364932,Haiti,Americas
647,2007,8502814.0,60.916,1201.637154,Haiti,Americas
648,1952,1517453.0,41.912,2194.926204,Honduras,Americas
649,1957,1770390.0,44.665,2220.487682,Honduras,Americas
650,1962,2090162.0,48.041,2291.156835,Honduras,Americas
651,1967,2500689.0,50.924,2538.269358,Honduras,Americas
652,1972,2965146.0,53.884,2529.842345,Honduras,Americas
653,1977,3055235.0,57.402,3203.208066,Honduras,Americas
654,1982,3669448.0,60.909,3121.760794,Honduras,Americas
655,1987,4372203.0,64.492,3023.096699,Honduras,Americas
656,1992,5077347.0,66.399,3081.694603,Honduras,Americas
657,1997,5867957.0,67.659,3160.454906,Honduras,Americas
658,2002,6677328.0,68.565,3099.72866,Honduras,Americas
659,2007,7483763.0,70.198,3548.330846,Honduras,Americas
660,1952,2125900.0,60.96,3054.421209,"Hong Kong, China",Asia
661,1957,2736300.0,64.75,3629.076457,"Hong Kong, China",Asia
662,1962,3305200.0,67.65,4692.648272,"Hong Kong, China",Asia
663,1967,3722800.0,70.0,6197.962814,"Hong Kong, China",Asia
664,1972,4115700.0,72.0,8315.928145,"Hong Kong, China",Asia
665,1977,4583700.0,73.6,11186.14125,"Hong Kong, China",Asia
666,1982,5264500.0,75.45,14560.53051,"Hong Kong, China",Asia
667,1987,5584510.0,76.2,20038.47269,"Hong Kong, China",Asia
668,1992,5829696.0,77.601,24757.60301,"Hong Kong, China",Asia
669,1997,6495918.0,80.0,28377.63219,"Hong Kong, China",Asia
670,2002,6762476.0,81.495,30209.01516,"Hong Kong, China",Asia
671,2007,6980412.0,82.208,39724.97867,"Hong Kong, China",Asia
672,1952,9504000.0,64.03,5263.673816,Hungary,Europe
673,1957,9839000.0,66.41,6040.180011,Hungary,Europe
674,1962,10063000.0,67.96,7550.359877,Hungary,Europe
675,1967,10223422.0,69.5,9326.64467,Hungary,Europe
676,1972,10394091.0,69.76,10168.65611,Hungary,Europe
677,1977,10637171.0,69.95,11674.83737,Hungary,Europe
678,1982,10705535.0,69.39,12545.99066,Hungary,Europe
679,1987,10612740.0,69.58,12986.47998,Hungary,Europe
680,1992,10348684.0,69.17,10535.62855,Hungary,Europe
681,1997,10244684.0,71.04,11712.7768,Hungary,Europe
682,2002,10083313.0,72.59,14843.93556,Hungary,Europe
683,2007,9956108.0,73.338,18008.94444,Hungary,Europe
684,1952,147962.0,72.49,7267.688428,Iceland,Europe
685,1957,165110.0,73.47,9244.001412,Iceland,Europe
686,1962,182053.0,73.68,10350.15906,Iceland,Europe
687,1967,198676.0,73.73,13319.89568,Iceland,Europe
688,1972,209275.0,74.46,15798.06362,Iceland,Europe
689,1977,221823.0,76.11,19654.96247,Iceland,Europe
690,1982,233997.0,76.99,23269.6075,Iceland,Europe
691,1987,244676.0,77.23,26923.20628,Iceland,Europe
692,1992,259012.0,78.77,25144.39201,Iceland,Europe
693,1997,271192.0,78.95,28061.09966,Iceland,Europe
694,2002,288030.0,80.5,31163.20196,Iceland,Europe
695,2007,301931.0,81.757,36180.78919,Iceland,Europe
696,1952,372000000.0,37.373,546.5657493,India,Asia
697,1957,409000000.0,40.249,590.061996,India,Asia
698,1962,454000000.0,43.605,658.3471509,India,Asia
699,1967,506000000.0,47.193,700.7706107,India,Asia
700,1972,567000000.0,50.651,724.032527,India,Asia
701,1977,634000000.0,54.208,813.337323,India,Asia
702,1982,708000000.0,56.596,855.7235377,India,Asia
703,1987,788000000.0,58.553,976.5126756,India,Asia
704,1992,872000000.0,60.223,1164.406809,India,Asia
705,1997,959000000.0,61.765,1458.817442,India,Asia
706,2002,1034172547.0,62.879,1746.769454,India,Asia
707,2007,1110396331.0,64.698,2452.210407,India,Asia
708,1952,82052000.0,37.468,749.6816546,Indonesia,Asia
709,1957,90124000.0,39.918,858.9002707,Indonesia,Asia
710,1962,99028000.0,42.518,849.2897701,Indonesia,Asia
711,1967,109343000.0,45.964,762.4317721,Indonesia,Asia
712,1972,121282000.0,49.203,1111.107907,Indonesia,Asia
713,1977,136725000.0,52.702,1382.702056,Indonesia,Asia
714,1982,153343000.0,56.159,1516.872988,Indonesia,Asia
715,1987,169276000.0,60.137,1748.356961,Indonesia,Asia
716,1992,184816000.0,62.681,2383.140898,Indonesia,Asia
717,1997,199278000.0,66.041,3119.335603,Indonesia,Asia
718,2002,211060000.0,68.588,2873.91287,Indonesia,Asia
719,2007,223547000.0,70.65,3540.651564,Indonesia,Asia
720,1952,17272000.0,44.869,3035.326002,Iran,Asia
721,1957,19792000.0,47.181,3290.257643,Iran,Asia
722,1962,22874000.0,49.325,4187.329802,Iran,Asia
723,1967,26538000.0,52.469,5906.731805,Iran,Asia
724,1972,30614000.0,55.234,9613.818607,Iran,Asia
725,1977,35480679.0,57.702,11888.59508,Iran,Asia
726,1982,43072751.0,59.62,7608.334602,Iran,Asia
727,1987,51889696.0,63.04,6642.881371,Iran,Asia
728,1992,60397973.0,65.742,7235.653188,Iran,Asia
729,1997,63327987.0,68.042,8263.590301,Iran,Asia
730,2002,66907826.0,69.451,9240.761975,Iran,Asia
731,2007,69453570.0,70.964,11605.71449,Iran,Asia
732,1952,5441766.0,45.32,4129.766056,Iraq,Asia
733,1957,6248643.0,48.437,6229.333562,Iraq,Asia
734,1962,7240260.0,51.457,8341.737815,Iraq,Asia
735,1967,8519282.0,54.459,8931.459811,Iraq,Asia
736,1972,10061506.0,56.95,9576.037596,Iraq,Asia
737,1977,11882916.0,60.413,14688.23507,Iraq,Asia
738,1982,14173318.0,62.038,14517.90711,Iraq,Asia
739,1987,16543189.0,65.044,11643.57268,Iraq,Asia
740,1992,17861905.0,59.461,3745.640687,Iraq,Asia
741,1997,20775703.0,58.811,3076.239795,Iraq,Asia
742,2002,24001816.0,57.046,4390.717312,Iraq,Asia
743,2007,27499638.0,59.545,4471.061906,Iraq,Asia
744,1952,2952156.0,66.91,5210.280328,Ireland,Europe
745,1957,2878220.0,68.9,5599.077872,Ireland,Europe
746,1962,2830000.0,70.29,6631.597314,Ireland,Europe
747,1967,2900100.0,71.08,7655.568963,Ireland,Europe
748,1972,3024400.0,71.28,9530.772896,Ireland,Europe
749,1977,3271900.0,72.03,11150.98113,Ireland,Europe
750,1982,3480000.0,73.1,12618.32141,Ireland,Europe
751,1987,3539900.0,74.36,13872.86652,Ireland,Europe
752,1992,3557761.0,75.467,17558.81555,Ireland,Europe
753,1997,3667233.0,76.122,24521.94713,Ireland,Europe
754,2002,3879155.0,77.783,34077.04939,Ireland,Europe
755,2007,4109086.0,78.885,40675.99635,Ireland,Europe
756,1952,1620914.0,65.39,4086.522128,Israel,Asia
757,1957,1944401.0,67.84,5385.278451,Israel,Asia
758,1962,2310904.0,69.39,7105.630706,Israel,Asia
759,1967,2693585.0,70.75,8393.741404,Israel,Asia
760,1972,3095893.0,71.63,12786.93223,Israel,Asia
761,1977,3495918.0,73.06,13306.61921,Israel,Asia
762,1982,3858421.0,74.45,15367.0292,Israel,Asia
763,1987,4203148.0,75.6,17122.47986,Israel,Asia
764,1992,4936550.0,76.93,18051.52254,Israel,Asia
765,1997,5531387.0,78.269,20896.60924,Israel,Asia
766,2002,6029529.0,79.696,21905.59514,Israel,Asia
767,2007,6426679.0,80.745,25523.2771,Israel,Asia
768,1952,47666000.0,65.94,4931.404155,Italy,Europe
769,1957,49182000.0,67.81,6248.656232,Italy,Europe
770,1962,50843200.0,69.24,8243.58234,Italy,Europe
771,1967,52667100.0,71.06,10022.40131,Italy,Europe
772,1972,54365564.0,72.19,12269.27378,Italy,Europe
773,1977,56059245.0,73.48,14255.98475,Italy,Europe
774,1982,56535636.0,74.98,16537.4835,Italy,Europe
775,1987,56729703.0,76.42,19207.23482,Italy,Europe
776,1992,56840847.0,77.44,22013.64486,Italy,Europe
777,1997,57479469.0,78.82,24675.02446,Italy,Europe
778,2002,57926999.0,80.24,27968.09817,Italy,Europe
779,2007,58147733.0,80.546,28569.7197,Italy,Europe
780,1952,1426095.0,58.53,2898.530881,Jamaica,Americas
781,1957,1535090.0,62.61,4756.525781,Jamaica,Americas
782,1962,1665128.0,65.61,5246.107524,Jamaica,Americas
783,1967,1861096.0,67.51,6124.703451,Jamaica,Americas
784,1972,1997616.0,69.0,7433.889293,Jamaica,Americas
785,1977,2156814.0,70.11,6650.195573,Jamaica,Americas
786,1982,2298309.0,71.21,6068.05135,Jamaica,Americas
787,1987,2326606.0,71.77,6351.237495,Jamaica,Americas
788,1992,2378618.0,71.766,7404.923685,Jamaica,Americas
789,1997,2531311.0,72.262,7121.924704,Jamaica,Americas
790,2002,2664659.0,72.047,6994.774861,Jamaica,Americas
791,2007,2780132.0,72.567,7320.880262,Jamaica,Americas
792,1952,86459025.0,63.03,3216.956347,Japan,Asia
793,1957,91563009.0,65.5,4317.694365,Japan,Asia
794,1962,95831757.0,68.73,6576.649461,Japan,Asia
795,1967,100825279.0,71.43,9847.788607,Japan,Asia
796,1972,107188273.0,73.42,14778.78636,Japan,Asia
797,1977,113872473.0,75.38,16610.37701,Japan,Asia
798,1982,118454974.0,77.11,19384.10571,Japan,Asia
799,1987,122091325.0,78.67,22375.94189,Japan,Asia
800,1992,124329269.0,79.36,26824.89511,Japan,Asia
801,1997,125956499.0,80.69,28816.58499,Japan,Asia
802,2002,127065841.0,82.0,28604.5919,Japan,Asia
803,2007,127467972.0,82.603,31656.06806,Japan,Asia
804,1952,607914.0,43.158,1546.907807,Jordan,Asia
805,1957,746559.0,45.669,1886.080591,Jordan,Asia
806,1962,933559.0,48.126,2348.009158,Jordan,Asia
807,1967,1255058.0,51.629,2741.796252,Jordan,Asia
808,1972,1613551.0,56.528,2110.856309,Jordan,Asia
809,1977,1937652.0,61.134,2852.351568,Jordan,Asia
810,1982,2347031.0,63.739,4161.415959,Jordan,Asia
811,1987,2820042.0,65.869,4448.679912,Jordan,Asia
812,1992,3867409.0,68.015,3431.593647,Jordan,Asia
813,1997,4526235.0,69.772,3645.379572,Jordan,Asia
814,2002,5307470.0,71.263,3844.917194,Jordan,Asia
815,2007,6053193.0,72.535,4519.461171,Jordan,    Asia
816,1952,6464046.0,42.27,853.540919,Kenya,Africa
817,1957,7454779.0,44.686,944.4383152,Kenya,Africa
818,1962,8678557.0,47.949,896.9663732,Kenya,Africa
819,1967,10191512.0,50.654,1056.736457,Kenya,Africa
820,1972,12044785.0,53.559,1222.359968,Kenya,Africa
821,1977,14500404.0,56.155,1267.613204,Kenya,Africa
822,1982,17661452.0,58.766,1348.225791,Kenya,Africa
823,1987,21198082.0,59.339,1361.936856,Kenya,Africa
824,1992,25020539.0,59.285,1341.921721,Kenya,Africa
825,1997,28263827.0,54.407,1360.485021,Kenya,Africa
826,2002,31386842.0,50.992,1287.514732,Kenya,Africa
827,2007,35610177.0,54.11,1463.249282,Kenya,Africa
828,1952,8865488.0,50.056,1088.277758,"Korea, Dem. Rep.",    Asia
829,1957,9411381.0,54.081,1571.134655,"Korea, Dem. Rep.",    Asia
830,1962,10917494.0,56.656,1621.693598,"Korea, Dem. Rep.",Asia
831,1967,12617009.0,59.942,2143.540609,"Korea, Dem. Rep.",Asia
832,1972,14781241.0,63.983,3701.621503,"Korea, Dem. Rep.",Asia
833,1977,16325320.0,67.159,4106.301249,"Korea, Dem. Rep.",Asia
834,1982,17647518.0,69.1,4106.525293,"Korea, Dem. Rep.",Asia
835,1987,19067554.0,70.647,4106.492315,"Korea, Dem. Rep.",Asia
836,1992,20711375.0,69.978,3726.063507,"Korea, Dem. Rep.",Asia
837,1997,21585105.0,67.727,1690.756814,"Korea, Dem. Rep.",Asia
838,2002,22215365.0,66.662,1646.758151,"Korea, Dem. Rep.",Asia
839,2007,23301725.0,67.297,1593.06548,"Korea, Dem. Rep.",Asia
840,1952,20947571.0,47.453,1030.592226,"Korea, Rep.",Asia
841,1957,22611552.0,52.681,1487.593537,"Korea, Rep.",Asia
842,1962,26420307.0,55.292,1536.344387,"Korea, Rep.",Asia
843,1967,30131000.0,57.716,2029.228142,"Korea, Rep.",Asia
844,1972,33505000.0,62.612,3030.87665,"Korea, Rep.",Asia
845,1977,36436000.0,64.766,4657.22102,"Korea, Rep.",Asia
846,1982,39326000.0,67.123,5622.942464,"Korea, Rep.",Asia
847,1987,41622000.0,69.81,8533.088805,"Korea, Rep.",Asia
848,1992,43805450.0,72.244,12104.27872,"Korea, Rep.",Asia
849,1997,46173816.0,74.647,15993.52796,"Korea, Rep.",Asia
850,2002,47969150.0,77.045,19233.98818,"Korea, Rep.",Asia
851,2007,49044790.0,78.623,23348.13973,"Korea, Rep.",Asia
852,1952,160000.0,55.565,108382.3529,Kuwait,Asia
853,1957,212846.0,58.033,113523.1329,Kuwait,Asia
